date,team_id,team_name,match_id,date_played,type,home_team,home_goals,away_team,away_goals
2025-03-26,926863,goviza,1505581581,2025-02-27 19:00,friendly,,,,
2025-03-26,926863,goviza,1505176596,2025-02-27 16:00,friendly_series,,,,
2025-03-26,926863,goviza,1505581580,2025-02-27 11:00,friendly,,,,
2025-03-26,926863,goviza,1505176585,2025-02-26 16:00,friendly_series,,,,
2025-03-26,926863,goviza,1490460249,2025-02-26 12:00,league,,,,
2025-03-26,926863,goviza,1505580572,2025-02-25 19:00,friendly,,,,
2025-03-26,926863,goviza,1505176576,2025-02-25 16:00,friendly_series,,,,
2025-03-26,926863,goviza,1505580571,2025-02-25 11:00,friendly,,,,
2025-03-26,926863,goviza,1505176571,2025-02-24 16:00,friendly_series,,,,
2025-03-26,926863,goviza,1505176567,2025-02-23 16:00,friendly_series,,,,
2025-03-26,926863,goviza,1490460242,2025-02-23 10:30,league,,,,
